lith_1_1h_1
?GRT/SED
?MRK
?AMPH
Dolerite
Al
Bvt
GPO/U
UOO/G
GPO
DLO
Cco
UM
SACY
CO
MST
CSLT
CMST
OCC
OCY
OSD
FTU
 UTC
FSC
FUN
UTR
TNL
ALB
LSM
BX
IM
ICL_MT
IM_BX
PPY
LCY
Ccl
UMFI
DUR
KOMB
GAB
CLCR
UMRK
RQZ
ALTN
XSI
XIR
 XSC               
 XHP               
 XSI               
 RSI               
 RLC               
 SSH               
 CGV               
MCY
CYSA
RUBB
LPS
LMO?
LMO
LSAP
ALP
ASI
UKV
RIR?
XLZ
SK?
MDO?
RLC?
RLA
XLP
RUC
Qsl
Qhp
Cmz
60
40
70
30
20
I Id
SF
SG
G
QTc/Qts
Ls/Bv
Bv
Qc/Qfp?
Ls/Schse
Ls/Schse/Vnqz
Qsil/QTc
Ls/Ag
Agn
Lfp?/Qtc
Lm/Lfn?
Qtc/Lm?
Lm/Lf?
Lm/Lf
Qh(Qtp)
Qh/Lm?
Asg
Ashf
Auf
Afs
Agd
Abg
As  
Aod 
Asg 
Qf
B
Bsch
Asch
QLM
F?
Qr
Fg(?)
NZO
SILC
Mb/Am
Ls(Qv)
Bi
By
Sz
Qvcb
Bschcbse
BvQv
Prot PDyk
CZU
RLO
GAB+GRT
GAB+POR
POR
POR+GAB
MT-SED
MT
Ifm
MPD
USP
QTZ
LFC
LHF
IH
IG
BIM_BX
MA
BIC_BX
XCLPY
XCL
FZ
RIR
SLCT
MSI
 LA                
 RLM               
 RSP               
 RSR               
 UV                
Qt
HDP
H
C
CSO
RSP?
SSM
MV?
UPD
UPD?
UTSH
90
95
Fgg
UI
MD/FI
NM
Qto
CH
TACL
NAO
NCO
NGO
RPA
Qts/Qsil
Qtg/Qtp/Qc
Lc/Vnqz
Ls/B/Vnqz
Ls/Bgb/Vnqz
Bgb
Ls/Ag?
Ls/Sch
Ls/Bsch
Ls/Bsch/Schclse
Qsil/Qts
Qtg/Qts
Ls/Bdo?
Qh/Qts/Qtp
Qc?/Lm?
Qtp/Lm?
Qh/Lm?/Qts
Lm?
Qtp/Qts
Aul
Agp
Agf
Aut 
Czts
Bvm
Mscq
MPG
Mbm
Fqb
Ms
?IGN
Qc
Utcs
Usac
Uac
Ssy
Alf
AFR
FV
MBfg
MBmt
MBV
MVT
SAWMV
CSST
RCV
MSH
Tx
LAT?
OCL
XGA
UTK
FTQ
IM_CL
BMM
XSE
XQZ
ABM
METS
SRP
DRT
MG
SQFS
SSL?
XLM?
MGO?
RLZ?
SIFX
CIP
AHP
RGO?
RGO
XHP?
RLM?
XIR?
RLP?
CI
UU
UU/FI
UOO?
FGF
FPF
MBL
FSS
MSB
TCP
GOO
OOO
Qh/Qtg
Qc/Qtp/Qtg
Qc?/Lc?
Fest/Ls
Ls/Bgb?
Qh/QTc
Lm/Qtp
Lm/Qtg?/Vnqz
Qsil/Qh/Qf
Lm/Vnqz
Schseclqzpy
Schseqzpy
Schseqz
FZ/Vnqz
Vnqz/FZ
Vnqz
Schsecl/fdpor
Vnqzcl
FZ/Vnqz/Sch
Schseqz/$dsspgnpy
Schseqz/$dsspcp
Qts/Qtc
Lc/Ls
Vnqz/Ls
Lc/Bi
Bi/Vnqz
Qtp/Qts/Qh
Lf?/Qtp?
Qh/Qtp/Qtc
LFE
MI
px
qu
ID
SB
F(?)
Fgd
Mbm(?)
Transported overburden - Consolidated sands (unconsolidated from 0-1m)
Clay + 50% clayish volcanic
Sandstone
Sandstone + 15% Wh clay
Sandstone; harder (slight schistose fabric?)
"""Schist, weathered Pyrite crystals"""
"""Schist, weathered Pyrite crystals; EOH"""
Transported overburden - Sands + minor Wh clay
"""Schist, weathered to kaolin clay"""
"""Schist, weathered to kaolin clay, kaolin rich"""
"""Schist, weathered to kaolin clay; EOH"""
"""Ferricrete, mostly sandy"""
"""Ferricrete, mostly sandy + clay"""
"""Clay, kaolinite, after volc schist"""
"""Volc schist? + clay, kaolinite"""
"""Volc schist, clayey, kaolinite"""
Volc schist
Volc schist; some gossanous material
"""Volc schist, a bit of Fe ox"""
Volc schist; some Fe ox
"""Volc schist, a bit clayey; a bit of Fe ox"""
"""Volc schist, a bit clayey; traces of Fe ox"""
Volc schist; a bit of Fe ox
Volc schist; a bit of gossanous material
Volc schist; a bit of gossanous material; EOH
Stope
GVLSO
CD
SASO
NO
HEM
MMT
BHC
BMC
BHM
HEMM GT
BGC
BCMH
GOELLIM
BGHC
BHMS
BMS
Qg
ASQ
Th
UAO
Cclf
FTA
UT
SE
LSP?
DLT
BLSH
MGBS
 RLD               
 RLZ               
 AGA               
Av
CLA
RUC?
RIP
UOP
APB
XTC
Qac
10
MSS
MSM
FSF
MBP
MBF
MDM
PH
Lf?
Ls/B?
Ls/Agp?
Lc?/Lm
Ls/Schqzmi
Ls/Vnqztm/Qtc
Ls/Vnqz/Qtc
Ls/B
Qsil/Qts/QTc
Qfp/Qc
Qsil/Qf?/Qc
Ls/Vnqz?/Qtg?
Ls/Bi?Vnqz
QTc/Qf
Qts/Qh/QTc/Qtp
Qts/Qtp/Qh/QTc
Qtp/Qts/QTc
QTc/Qtp/Qh
Abm 
TAL
II
TLF
Transported overburden - consolidated sands (uncosolidated from 0-1m)
Clay + 50% overlying sands
Clay + 10% Qz
"""Clay, kaolin"""
"""Clay, kaolin + 10% golden tellow schist (weathered)"""
"""Schist + trace Qz, minor kaolin clay"""
"""Schist + trace Qz, minor kaolin clay; EOH"""
Ferricrete; mostly sandy; some Fe ox coating
Ferricrete; less sandy; some Fe ox coating; some clayey WhYe schist
"""Ferricrete; less sandy, a bit slaty; some Fe ox coating; slightly clayey"""
Weathered dolerite dyke
Weathered dolerite dyke; traces of Fe ox
Dolerite dyke; EOH
wU
MAO/G
RCV/R
RSC
RHP/G
Cx
FT
_
MBU
CNG
CSF
UTUFF
CHLT
MTUFF
SCHT
 CGA               
 RSC               
 MCS               
UTC?
UPO
DS
PEG
UM/QZ
FOO?
HpnCzc
AFZ
Qh/Qts/QTc
QTc/Qsil
QTc/Qts/Qtp?
Ls/Sch?
Ls/Schclse
Schclse
Qh/Qs
Qh/Qc
Qtg/Qc/Qf
Qtg/Ls
QTc/Qh
Qts/Qtg
Qs/Qc/Lm?
Lm/B?
Qs/Qc/Qh
Qts/Qtp/Qh
Lm/Qsil/Vnqz
Qfp
QTc/Qf/Lm?
Lc?/Qc?
Vnqz/Fest/Ls
Bv?
BSch/Bv
Bgb?/Sci?
Bv/Bdo
Qh/Qc/Qtp
Qtc/Qh/Qtp
Qc/Lfp?
Qtp/Qtc/Qts
Qyp/Qtc
Qf/Lm/Lf?
Lm(Lf)
Abp
ns  
SCY?
MB>VQ
Qts         
Qtg         
Qh          
Qtc         
Lc          
Ls          
Vqz         
B           
Bdo         
Msc         
Transported overburden; consolidated sands + 50% Wh clays
Wh clays
WhRdYe clays
WhYe clays
RdWhYe clays
RdWh clays
PuWh clays
Qz vein; EOH
SOOT
CDB
Cong
Lsl
Sed Bx
Talc 
Dol 
RLH
LDH
LSD
MH
CM
CP
IO
CZH
CZG
CSM
Abs
UMFM
SSK
SSM?
XSC
CGA
ACY
UKB
RCY?
?XLM
mRSO
MC
FI?
NDLT
Apo
Qf/QTc
Qf/Lc
Qts/Qtp/QTc
Qh/Vnqz/Qts
Qh/Vnqz
Ls/Sch/Vnqz
Ls/BSch?
Qtp/Qh/Qtc
Qh/Qtp/Lm?
T_L
T_C
Asc
Czb
Aus
DHO
Slc
CSHL
Agg
PDyk
`Lm
BvASch
Bdobiclcb
wUsp
SUN 
SIL
CAP
UMF
 RLP               
 SBS               
ESA
FCY
XGV?
WCY
OTC
OCH
OCS
SMS
MBX
MS?
Qh/Qsil
Qsil/Qc
Qsil/Qtp
Qsil/Qc/Qs
Qc/Qtp/Qsil
Qsil/Qc/Qp
Ls/Scham
Scham/Vnqz
Qtp/Lm
Lm/Qsil
Qv/Lm?
Transported overburden - RdBr consolidated sands
Transported overburden - LYeRdBr consolidated sands
Clay with 2.5mm Qz grains
Schist - weathered to Wh kaolin clays + YeBr schist chips + minor calcrete
Schist - weathered to Wh kaolin clays + YeBr schist chips
Qz felsic musc schist
Qz felsic musc schist; may be granitoid with schistose fabric
Qz felsic muscovite schist
Qz felsic muscovite schist + occasional Wh clay chips
Qz felsic muscovite schist + occasional Wh clay chips from uphole
Qz felsic muscovite schist + occasional Wh clay chips; EOH
MRK/BIF
MRK?BIF
ALQB
?GAB
?POR
MT-ALT
MT/SED
POR+MRK
MRK+POR
SAGVL
OCG1
XGAMU
-
CLP
GDI
MTB
RLD
RKM
SQMS
CPB
SQSC
"""Schsit hematitic, clay"""
"""Schist hematitic manganiferous, clay"""
"""Schist hematitic manganiferous, Quartz vein"""
tcb
wUM
NMZ
WSP
WSR
WFR
CZS
RCY/S
RCY/D
Qtp/Qsil
Qsil/Qs/Qc
Amb
lode
Af  
FIG
GCO
"""Ferricrete, mostly sandy, some Fe ox coating"""
"""Ferricrete, mostly sandy + Wh volc schist?"""
"""Ferricrete, clayey, kaolinite + Rd volc schist?"""
"""Ferricrete + Wh volc schist, clayey"""
Ferricrete; some Fe ox
Volc schist; traces of Fe ox
"""Volc schist, clayey, kaolinite; some Fe ox"""
"""Volc schist, clayey, kaolinite; a bit of Fe ox"""
Volc schist; EOH
BIF/SCH
ALQM
QASIL
Tm
S?
LHS
PY
FA
UFM
Aw
Qcult
XLC?
Qzult
Qzvl
IF
SR
MSR
PSR
SGq
SFq
Qts/Qh/Qsil
Qc/Qfp/Lfp?
Bi/Bsch
Qh/Qs/Qc
QTc/Qts/Qtp
Qc/Lc?
Qh/Ls
FGR?
dyk
UV
Transported overburden; consolidated sands + minor cream clays
"""Calcrete, strong fizz"""
"""Schist, weathered to kaolin clays"""
"""Schist, red spotted"""
Schist + Qz + Rd gossanous sandy sed
Schist; spotted kaolin weathered schist
50% RdWh schist + 50% RdBl gossanous sandy unit from Qz vein
50% RdWh schist + 50% RdBl gossanous sandy unit from Qz vein + Qz
RdWh spotted schist (no gossanous sand)
RdWh Schist + 50% Gn chloritic? Schist + minor gossan (hematitic)
RdWh Schist + 50% Gn chloritic? Schist + 25% gossan (hematitic)
RdWh Schist + 50% Gn chloritic? Schist + 25% gossan (hematitic); EOH
DRIVE
MHM
 XSO               
 RUC?              
SQS
SAN?
SFX?
XCY?
97
CicAC
Qh/Qtp/Qc
QTc?/Lc/Lm?
Ls/fu?
Qtc/Lfp?
Czk 
Au 
Ao  
Alb 
Aur 
Abb
VW
Mscs        
Bgbdyk
Transported overburden - consolidated Rd/Br sands
White Carbonate + blue sandstone
90% Qz fragments + 10% Rd/Br consolidated sand
70% Wh/Gy Qz fragments + 25% clay
70% orange Qz fragments
70% Wh/Gy Qz fragments + 25% clay + trace Br/Rd sands
70% Wh/Gy Qz fragments + trace clay + 25% Br/Rd sands
Green chlorite + 70% Qz
Green chlorite + 40% Qz
Green chlorite + 30% Qz + trace clays
Green chlorite + 10% Qz + trace clays (Wh)
Green chlorite + 20% Qz; EOH DUE TO BIT REFUSAL
?DOL
SOSA
Lfp
Qts.Qh
BMyl
BBx
FAP
Aud  
No sample
SSSH
SCR
MAF
QASI
SCY
AGV
FTO
FOO/R
RCY/F
QTc/Qts/Qh
L/Vnqz
Vnqz/L
Sci/Agp?
Bi/Bdo
Bi/py
Bi/Vnqz/py
Sci/Agp?/Bi
Qh?
Mbcly
Auc 
Auk 
Qfn
SBI
TLL
Ferricrete; mostly sandy; a bit of Fe ox coating
Ferricrete; mostly sandy; a bit of Fe ox coating + Wh clayey schist
Felsic schist
Felsic schist; a bit of Fe ox
Felsic schist; some Fe ox; lightly gossanous
Felsic schist; traces of Fe oxide
Felsic schist; traces of Fe oxide; traces of veining
Felsic schist; some Fe ox
Gossan + Or Felsic schist; remants of sulphides (rainbow staining)
Gossan + Wh clayey schist; remants of sulphides (rainbow staining)
Gossan; remants of sulphides (rainbow staining)
Gossan + RdOr Felsic schist
Felsic schist; a bit gossanous
Gossan + Wh felsic schist
Felsic schist +/- clayey + 10% gossanous material
Felsic schist + 10-20% gossanous material
Felsic schist +/- clayey + some Fe ox
"""Felsic schist +/- clayey + some Fe ox, more abundant"""
Felsic schist +/- clayey + some Fe ox; EOH
REOR
BL
REBR
CZ?
Ls?
wUspd
MBA?
OCV
XSICL
XSIPY
FPG?
MYL
CHRT
XLP?
RKA
SW
XLA
XSI?
CFOO
GG
UU?
MSX
Ls/Sch/Sci?/Vnqz
Lfp?/Qfp?Qtc
Qfp/Qtc?
Qtp/Qh/Qts
IV 
VN
Qtf
VG
Ls=
Transported overburden - Consolidated sands (unconsolidated from 0-1m) + 50% Gn clay
Transported overburden - Consolidated sands (unconsolidated from 0-1m) + 50% Gn sands
Transported overburden - Consolidated sands (unconsolidated from 0-1m) + Wh kaolin clay
"""Clay, kaolin + 25% consolidated sand"""
"""Clay, kaolin (after weathered, felsic schist?)"""
Volc schist + minor clays
LOSS
silUM
 SCP
SHS
TCLS
PELT
RHY
 XLA               
T
CIR
CCY
IR
AST
ATC
XLN?
SUM
notsaml
Qtg/Qh
Qtp/Qsil/Vnqz
Qc/Qs?
Qh/Qtc/Qtp
Fai
Aol
Asc 
Ap
Red sand
Consolidated cover; lithic qz in sandy matrix
Consolidated cover; lithic qz in sandy matrix + 30% Rd/Br fragments
Consolidated cover; lithic qz in sandy matrix + 25% Qz fragments
Consolidated cover; lithic qz in sandy matrix + 25% Qz fragments + 10% Rd consolidated 
"""75% Qz fragments, 10% feldspar + clays + minor red sand"""
50% Qz fragments + 50% red schistose consolidated shale
75% Qz fragments + 10% Wh clay-kaol + 10% red shale
"""75% Qz fragments + trace bright yellow weathered volcanics, slight cleavage"""
"""75% Qz fragments + 25% bright yellow weathered volcanics, slight cleavage"""
"""75% Qz fragments + 25% bright yellow weathered volcanics, slight cleavage + minor Wh clay"""
"""50% Qz fragments + 50% bright yellow weathered volcanics, slight cleavage"""
"""Acid volcanic, bright yello, highly weathered + 20% Qz + trace kaolin clay"""
"""Acid volcanic, bright yello, highly weathered + 50% Qz + trace kaolin clay"""
"""Acid volcanic, bright yello, highly weathered + 15% Qz + trace kaolin clay"""
Qz-sericite schist + red weathered + minor Qz
Qz-sericite schist + red weathered + minor Qz + trace chlorite; muscovite?
Qz-sericite schist + red weathered + minor Qz + trace chlorite; muscovite? EOH
Ferricrete; mostly sandy; some Fe ox coating + Fe pebbles
Ferricrete; mostly sandy; some Fe ox coating + clayey schist + Qz
Ferricrete; mostly sandy
"""Volc schist; a bit of gossanous material, reddish traces of veining"""
Volc schist; more gossanous
Volc schist; a bit gossanous
Volc schist; still slightly gossanous
Volc schist; gossanous material fading
Volc schist; traces of disseminated Fe ox
Volc schist; traces of Fe ox; contamination from above?
"""Volc schist + some green chips of mafic rock, looks almost gneissic; contamination from above?"""
Ferricrete + Wh Sand (a bit clayey)
Sand (a bit clayey)
"""Clay, kaolinite"""
"""Volc schist, a bit clayey"""
Volc schist; a bit of gossanous material with Qz
Gossan + volc schist
TaCl S#
Dol S#
Cl S#
precoll
DOL/BM
BMCT
BMC/CT
Qyp
PPDyk
Aud
Ass  
Ash  
Ashf 
Aod  
Ac   
ns   
Aur
MDQ
TLP
MGO
ACGV
XLN
CZsc
NHO/N
NGO/W
Qh/Qfp
Lfp/Qfp
Ls/Schqzse
Schqzse
QTc/Lc
LsVnqz
Fia
Vqtz        
?BIF
RHP/W
FDA
MBT
ALM
XSEPY
FVQ
ZAMP
mtBIF
RSPP
UPX?
UDO
Silt
Silt Sf
Silt Bx
Silt S#
Qfp/Qtg
Qfp/Qts
QTc/Qts/Qfp
Qfp/Lfp?
Lf?/Qts?
Lf/Lm
Qtp/Qsil/Qc
Ls/Schcl
Schcl
Qtp/Qc/Qh
Qtp/Lm/Qsil
QTc/Qtp/Vnqz
MCY?
FCY?
Fqp
Fgp
"""Ferricrete, sandy, some Fe ox coating"""
Volc schist; traces of veining?
"""Volc schist, clayey, kaolinite; traces of Fe ox"""
Volc schist; traces of veining
Volc schist; some sericitized chips; EOH
BIF/MRK?
?SCH
silcrete
UUB
QS
TS
PGTS
GO
 CSl               
 SIF               
Qzto
WMZ
WCZ
Ls/folBi?
Ls/Bifol
Qh/Lc
Ls/Schsecl
Qtp(Qtc)
Aogl
Abc 
Czg 
Afp 
MHB
Transported overburden; consolidated sands + 25% Wh clay
Transported overburden; consolidated sands + 50% Wh clay
Transported overburden; consolidated sands + 75% Wh clay
Transported overburden; consolidated sands + 50% Br clay
YeBr clay
YeBr clay; LGn schistosity
"""Gn mafic schist, weathered to Wh clay"""
"""Gn mafic schist, weathered to Wh clay; EOH"""
Calcrete? Not fizzy with HCl + ferricrete
Ferricrete; Fe-rich (ironstone); some Fe ox
Volc schist; clayey
Volc schist; clayey; traces of Fe ox
Volc schist; clayey; some Fe ox
Volc schist; much less clayey
Volc schist + some green schist mafic? Chl?
Volc schist + some green schist mafic? Chl?; EOH
Ferricrete; sandy
"""Volc schist, clayey, kaol; traces of dissem Fe ox?"""
"""Volc schist, clayey, kaol"""
"""Volc schist, clayey, kaol; traces of veining?"""
"""Volc schist, clayey, kaol; sericite?"""
"""Volc schist, less clayey, kaol; sericite?"""
Volc schist; traces of Fe ox?
Volc schist; Rd staining
Volc schist; some red staining
Volc schist; some red staining; traces of dissem Fe ox?
Volc schist; some red staining; traces of Fe ox?
Volc schist; some staining (ex-sulph)
Alluvium
Sandy gravel saprolite
Lateritic gravel
Silty metasediment
Sandy gravel
Gravely clay metasediment
Gravely sand iron formation
Banded Iron Formation weathered
Banded Iron Formation fresh
IOO
LBIF
N/S
GSN
QDS
SICH
?RLP
65
Q
PCS
MCS
IFCS
IFF
bxFI
myFI
myMv?
myUV?
pFI
FSQ
QCC
FD
Ls/Ag?/Vnqz
Bi?
Bi/Bv
Schseqz/Bi
Aft
XXX
MIX
MIO
Uts
 SST
Qttp
Ks
Alluvium saprolite
Saprolite
Silt and clay metasediment
Sandy silt clay metasediment
Metasediment clay foliated
Banded Iron Formation
ALT
GAB+ALT
MT+GAB
ALT-PY
MT-PY
MT+ALT
MT+PY
ALT+POR
ALT+PY
missing
PST
LL
 CLM               
 RCY               
 SQMS              
?
CSC
SCIO
UTCB
CLP?
CXLP
R
mXSO
Cis
AMV
WGO
QTc/Qfp
Bgb/Bdo
Qtp/Qtg?/Qc
Qtc?/Lm?
Qf/Qh
M-
Agb
Aurp
TSZ
TSC
X    
Al   
XSELM
XPYCL
 XLP               
 CLP               
 CHP               
mCSO
ASO
FI/SIF
GD/MVkb
QZ/UM
IF/UM
WFE
CisCzc
CzsCzl
QTc/Qsil?
Qtg/Qc
Qts/Qp?
Qtp/QTc/Qh
Lc/Sch
Lc/Vnqz/Sch?
Lc/Sch?
QhQtp
Lf/Lm?
Acis
IID
MID
Transported overburden - Consolidated red/brown sands
Transported overburden - Consolidated red/brown sands; light red/orange tinge
35% whgn clay + 60% red sands + trace wh carbonate
50% whgn clay + 50% wh carbonate
25% whgn clay + trace wh carbonate + 50% red sandstone + 25% Qz fragments
20% Qz fragments + 30% GnWhOr clays
20% Qz fragments + 30% GnWhOr clays + trace Wh kaolin clays (weathered basement)
10% Qz fragments + 5% GnWhOr clays + 85% Wh kaolin clays (weathered basement)
5% Qz fragments + 95% Wh kaolin clays (weathered basement)
25% Qz fragments + 75% Wh kaolin clays (weathered basement)
Schist - Qz-sericite + 75% kaolinite clay
Schist - Qz-sericite + 65% kaolinite clay + 10% clays
Schist - Qz-sericite + 65% kaolinite clay + 10% carbonate
"""Schist - Qz-chlorite-sericite, silver green"""
"""Schist - Qz-chlorite-sericite, silver green; EOH"""
TBA
PPO
MQZ
PHYL
SQBM
Bdo/Bi
Vnqz-py-Po/Bi
Bi/py-Po/Vnqz
Bi/minor Vnqz
Vnqz/py(infill)
Bi/MinorVnqz
Qtc(Qtp)
Czc 
HMB
SOO
"""Ferricrete, mostly sandy; some Fe ox coating"""
"""Ferricrete, mostly sandy; Gn = talc-ish"""
"""Ferricrete, clayey"""
Clay/Sand
Clay/Sand; traces of Fe ox
Weathered dolerite dyke; EOH
M/Lc
Aor
Abf  
V    
FPD?
COLL
 XSA               
 XGV               
 SSL               
WSC
MAMX
I dd
MU?
RFO/R
Qtp/Qc/Qsil
Sci?/Sch
Ls/Bsch/Sci?/Vnqz
Ls/Schclse/Vnqz
Schclse/Vnqz
Vnqz/Lm
Qh/Qtg?/Vnqz?
Lfp?/Qc/Qs
Fv(?)
"""Schist, very weathered biotite felsic schist"""
"""Schist, very weathered biotite felsic schist + Wh clay"""
"""Schist, very weathered biotite felsic schist, sandy"""
Sandstone + minor Wh clays
Sandstone + 25% Wh clay
Sandstone + 50% Wh clay
"""Clay, kaolin + minor sandstone + schist"""
Schist + golden yellow Py veins in Wh/silver schist
Schist + golden yellow Py veins in Wh/silver schist; EOH
Ferricrete; mostly sandy; some Fe ox coating + Wh kaolinite clay
"""Volc schist, clayey + some ferricrete"""
"""Volc schist, clayey"""
"""Volc schist, clayey; some gossanous material; some Qz"""
"""Volc schist, clayey; more gossanous material"""
"""Volc schist, less clayey; a bit of Fe ox"""
"""Volc schist, less clayey; traces of Fe ox"""
Volc schist; some kaolinite; a bit of Fe ox
Volc schist; a bit of Fe ox with Qz
Volc schist; traces of Fe ox with the Qz
Volc schist; traces of dissem Fe ox?
Volc schist; sericitization?
Volc schist; sericitization?; EOH
Mx
CLST
SPF
XSEHE
XMTSE
XSEMT
XMTSI
XSISE
XTRSI
XSITR
XACMT
XSIMT
XACSI
XSIAC
XPYPO
XSEAC
LAG
NSA
NSA?
XSC?
Agy
Lf?/Qf?/Qc
Ls/Sch/Sci
Vnqztm
Ls/Sci?
QTc/Qtg?
Qs/Qts
Qs/Qtg
Qs/Qtc
Qtc/Qtg
Qtg/Qtc
BiclBx/Vnpy
BiclBx
FzBx
Bi/Vnpy
UVK
SLT 
Czp
GOELIM
CGL
MTC
BMC/S
CrMv
BiQv
QPy
NLO
XSEEP
XSESI
XQZSE
XCLAM
XSIMU
FP
UAC?
 AHP               
XSA
MG?
Qcs
SCS
SWF
Ls/B/Sch
Ls/Sch/B
Qts/Qs
Qtc/Qs
Bi/Ls
Ls/Bi/Vnqz
Bicl
Bdof
Bim/VnCb/Vnqz
Bim/Vnqz
Bim/py
Bi?cl
Bicl/VnCb
BiBiocl/VnCb
BiBiocl/5%PY
Bdocl
VnqzSh(d)
Sci/Agd?
BiclBio/VnCb
BiSicl
BiSicl/VnCb/Vnqz
BiSi?
Ls/BSch?/Vnqz
Ls/BSch/Vnqz
Ls/Bv?
Qh/Qtp/Qts
Qtp/Qf
Qf/Lm/Lf
Qh/Qf/Qts
MRK?
BC
Qtss
UAT
XX
XSIHE
XLMSE
LLP
LLN
BIH_BX
XCLMT
Qact/Qsc
Qsc
CZmz/CZsc
wAg
CZip
QV/CZip
CZip/wAg
wAgb
wAgm
Aagb
KTT
 RHP               
 CSC               
SR/qt
Sc/q
SR/q
SC/qt
SRqt
SCq
SRq
SFqt
SFtq
SGt
SG/q
tq
F/q
G/qt
Qc?
Ls/A?
Ls/Asch
Schsecl/Vnqz
Qh/Qv
QTc/Qh/f
Bgb/Ls
 Clay
Agdp
MB?
MVX
Transported overburden - Sands + 25% Wh clay
"""Clay, kaolin + minor transported overburden"""
