,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1
115,3050,1146526,38,39,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
116,3050,1146526,38,39,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
117,3050,1146526,39,42,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
118,3050,1146526,39,42,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
119,3050,1146526,39,42,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
120,3050,1146526,42,43,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
121,3050,1146526,42,43,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
122,3050,1146526,42,43,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
123,3050,1146526,43,45,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
124,3050,1146526,43,45,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
125,3050,1146526,43,45,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
126,3050,1146526,45,46,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
127,3050,1146526,45,46,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
128,3050,1146526,45,46,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
129,3050,1146526,46,48,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
130,3050,1146526,46,48,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
131,3050,1146526,46,48,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
132,3050,1146526,60,62,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
133,3050,1146526,60,62,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
134,3050,1146526,60,62,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
135,3050,1146526,82,83,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
136,3050,1146526,82,83,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
137,3050,1146526,82,83,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
138,3050,1146528,118,120,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
139,3050,1146528,118,120,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
140,3050,1146528,118,120,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
141,3050,1146528,121,122,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
142,3050,1146528,121,122,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
143,3050,1146528,121,122,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
144,3050,1146650,48,49,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
145,3050,1146650,48,49,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
146,3050,1146650,48,49,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
147,3050,1146650,75,77,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
148,3050,1146650,75,77,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
149,3050,1146650,75,77,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
150,3050,1146650,79,80,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
151,3050,1146650,79,80,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
152,3050,1146650,79,80,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
153,3050,1146650,84,85,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
154,3050,1146650,84,85,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
155,3050,1146650,84,85,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
156,1621,1233153,145,155,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial
157,1621,1233153,145,155,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial
158,1621,1233153,145,155,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial
159,1621,1233211,298,298.5,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
160,1621,1233211,298,298.5,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
161,1621,1233211,298,298.5,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
162,1621,1233226,95.6,98.4,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
163,1621,1233226,95.6,98.4,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
164,1621,1233226,95.6,98.4,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
165,1621,1233226,292.5,306.2,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
166,1621,1233226,292.5,306.2,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
167,1621,1233226,292.5,306.2,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
168,3050,548917,204,214,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
169,3050,548917,204,214,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
170,3050,548917,204,214,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial
171,3050,724523,33,40,Uac,tremolite-chloriteschist/rock,rock,101,rock,natural_superficial_ground,surficial
172,3050,724523,33,40,Uac,tremolite-chlorite schist /rock,rock,101,rock,natural_superficial_ground,surficial
173,3050,724523,33,40,Uac,tremolite-chloriteschist/rock,rock,101,rock,natural_superficial_ground,surficial
174,3050,724523,33,40,Uac,tremolite-chlorite schist /rock,rock,101,rock,natural_superficial_ground,surficial
175,3050,724523,33,40,Uac,tremolite-chloriteschist/rock,rock,101,rock,natural_superficial_ground,surficial
176,3050,724523,33,40,Uac,tremolite-chlorite schist /rock,rock,101,rock,natural_superficial_ground,surficial
177,3050,724525,86,92,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
178,3050,724525,86,92,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
179,3050,724525,86,92,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
180,3050,724525,86,92,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
181,3050,724525,86,92,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
182,3050,724525,86,92,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
183,3050,724525,92,108,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
184,3050,724525,92,108,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
185,3050,724525,92,108,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
186,3050,724525,92,108,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
187,3050,724525,92,108,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
188,3050,724525,92,108,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
189,3050,724530,93,106,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
190,3050,724530,93,106,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
191,3050,724530,93,106,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
192,3050,724530,93,106,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
193,3050,724530,93,106,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
