dhalterationid,collarid,holeid,companyholeid,fromdepth,todepth,Alt1_Code,Alt1_Int,Alt_Comments
1405624,3031903,89816ExplorationVARC028,VARC028,1.0,2.0,D,1,
1405625,3031903,89816ExplorationVARC028,VARC028,2.0,3.0,D,1,
1405626,3031903,89816ExplorationVARC028,VARC028,3.0,4.0,HM,1,
1405627,3031903,89816ExplorationVARC028,VARC028,4.0,5.0,D,1,
1405628,3031903,89816ExplorationVARC028,VARC028,5.0,6.0,HM,1,
1405629,3031903,89816ExplorationVARC028,VARC028,6.0,7.0,HM,1,
1405630,3031903,89816ExplorationVARC028,VARC028,7.0,8.0,LM,2,
1405631,3031903,89816ExplorationVARC028,VARC028,8.0,9.0,LM,2,
1405632,3031903,89816ExplorationVARC028,VARC028,9.0,10.0,LM,2,
1405633,3031903,89816ExplorationVARC028,VARC028,10.0,11.0,LM,2,
1405634,3031903,89816ExplorationVARC028,VARC028,11.0,12.0,GO,1,
1405635,3031903,89816ExplorationVARC028,VARC028,12.0,13.0,GO,1,
1405636,3031903,89816ExplorationVARC028,VARC028,13.0,14.0,KA,2,
1405637,3031903,89816ExplorationVARC028,VARC028,14.0,15.0,KA,2,
1405638,3031903,89816ExplorationVARC028,VARC028,15.0,16.0,KA,2,
1405639,3031903,89816ExplorationVARC028,VARC028,16.0,17.0,KA,2,
1405640,3031903,89816ExplorationVARC028,VARC028,17.0,18.0,LM,1,
1405641,3031903,89816ExplorationVARC028,VARC028,18.0,19.0,LM,1,
1405642,3031903,89816ExplorationVARC028,VARC028,19.0,20.0,KA,2,
1405643,3031903,89816ExplorationVARC028,VARC028,20.0,21.0,P,2,
1405644,3031903,89816ExplorationVARC028,VARC028,21.0,22.0,P,3,
1405645,3031903,89816ExplorationVARC028,VARC028,22.0,23.0,P,3,
1405646,3031903,89816ExplorationVARC028,VARC028,23.0,24.0,LM,2,
1405647,3031903,89816ExplorationVARC028,VARC028,24.0,25.0,P,2,
1405648,3031903,89816ExplorationVARC028,VARC028,25.0,26.0,LM,2,
1405649,3031903,89816ExplorationVARC028,VARC028,26.0,27.0,GO,2,
1405650,3031903,89816ExplorationVARC028,VARC028,27.0,28.0,LM,2,
1405651,3031903,89816ExplorationVARC028,VARC028,28.0,29.0,GO,1,
1405652,3031903,89816ExplorationVARC028,VARC028,29.0,30.0,GO,1,
1405653,3031903,89816ExplorationVARC028,VARC028,30.0,31.0,GO,1,
1405654,3031903,89816ExplorationVARC028,VARC028,31.0,32.0,GO,1,
1405655,3031903,89816ExplorationVARC028,VARC028,32.0,33.0,GO,2,
1405656,3031903,89816ExplorationVARC028,VARC028,33.0,34.0,P,2,
1405657,3031903,89816ExplorationVARC028,VARC028,34.0,35.0,P,2,
1405658,3031903,89816ExplorationVARC028,VARC028,35.0,36.0,GO,2,
1405659,3031903,89816ExplorationVARC028,VARC028,36.0,37.0,GO,2,
1405660,3031903,89816ExplorationVARC028,VARC028,37.0,38.0,GO,2,
1405661,3031903,89816ExplorationVARC028,VARC028,38.0,39.0,GO,2,
1405662,3031903,89816ExplorationVARC028,VARC028,39.0,40.0,GO,2,
1405663,3031903,89816ExplorationVARC028,VARC028,40.0,41.0,GO,2,
1405664,3031903,89816ExplorationVARC028,VARC028,41.0,42.0,GO,2,
1405665,3031903,89816ExplorationVARC028,VARC028,42.0,43.0,GO,2,
1405666,3031903,89816ExplorationVARC028,VARC028,43.0,44.0,GO,2,
1405667,3031903,89816ExplorationVARC028,VARC028,44.0,45.0,GO,2,
1405668,3031903,89816ExplorationVARC028,VARC028,45.0,46.0,P,2,
1405669,3031903,89816ExplorationVARC028,VARC028,46.0,47.0,P,2,
1405670,3031903,89816ExplorationVARC028,VARC028,47.0,48.0,GO,2,
1405671,3031903,89816ExplorationVARC028,VARC028,48.0,49.0,GO,1,
1405672,3031903,89816ExplorationVARC028,VARC028,49.0,50.0,GO,1,
1405673,3031903,89816ExplorationVARC028,VARC028,50.0,51.0,LM,2,
1405674,3031903,89816ExplorationVARC028,VARC028,51.0,52.0,P,2,
1405675,3031903,89816ExplorationVARC028,VARC028,52.0,53.0,P,2,
1405676,3031903,89816ExplorationVARC028,VARC028,53.0,54.0,P,2,
1405677,3031903,89816ExplorationVARC028,VARC028,54.0,55.0,MG,2,
1405678,3031903,89816ExplorationVARC028,VARC028,55.0,56.0,MG,2,
1405679,3031903,89816ExplorationVARC028,VARC028,56.0,57.0,MG,2,
1405680,3031903,89816ExplorationVARC028,VARC028,57.0,58.0,P,2,
1405681,3031903,89816ExplorationVARC028,VARC028,58.0,59.0,MG,2,
1405682,3031903,89816ExplorationVARC028,VARC028,59.0,60.0,MG,2,
1405683,3031903,89816ExplorationVARC028,VARC028,60.0,61.0,P,2,
1405684,3031903,89816ExplorationVARC028,VARC028,61.0,62.0,P,1,
1405685,3031903,89816ExplorationVARC028,VARC028,62.0,63.0,LM,1,
1405686,3031903,89816ExplorationVARC028,VARC028,63.0,64.0,LM,1,
1405687,3031903,89816ExplorationVARC028,VARC028,64.0,65.0,P,1,
1405688,3031903,89816ExplorationVARC028,VARC028,65.0,66.0,LM,1,
1405689,3031903,89816ExplorationVARC028,VARC028,66.0,67.0,P,1,
1405690,3031903,89816ExplorationVARC028,VARC028,67.0,68.0,P,2,
1405691,3031903,89816ExplorationVARC028,VARC028,68.0,69.0,P,2,
1405692,3031903,89816ExplorationVARC028,VARC028,69.0,70.0,D,2,
1405693,3031903,89816ExplorationVARC028,VARC028,70.0,71.0,TC,1,
1405694,3031903,89816ExplorationVARC028,VARC028,71.0,72.0,TC,1,
1405695,3031903,89816ExplorationVARC028,VARC028,72.0,73.0,D,1,
1405696,3031903,89816ExplorationVARC028,VARC028,73.0,74.0,D,1,
1405697,3031903,89816ExplorationVARC028,VARC028,74.0,75.0,D,1,
1405698,3031903,89816ExplorationVARC028,VARC028,75.0,76.0,TC,1,
1405699,3031903,89816ExplorationVARC028,VARC028,76.0,77.0,TC,1,
1405700,3031903,89816ExplorationVARC028,VARC028,77.0,78.0,TC,1,
1405701,3031903,89816ExplorationVARC028,VARC028,78.0,79.0,TC,1,
1405702,3031903,89816ExplorationVARC028,VARC028,79.0,80.0,D,1,
1405703,3031903,89816ExplorationVARC028,VARC028,89.0,90.0,LM,1,
1405704,3031903,89816ExplorationVARC028,VARC028,90.0,91.0,GO,1,
1405705,3031903,89816ExplorationVARC028,VARC028,91.0,92.0,SP,1,
1405706,3031903,89816ExplorationVARC028,VARC028,92.0,93.0,P,2,
1405707,3031903,89816ExplorationVARC028,VARC028,93.0,94.0,LM,2,
1405708,3031903,89816ExplorationVARC028,VARC028,94.0,95.0,P,2,
1405709,3031903,89816ExplorationVARC028,VARC028,95.0,96.0,P,1,
1405710,3031903,89816ExplorationVARC028,VARC028,96.0,97.0,P,1,
1405711,3031903,89816ExplorationVARC028,VARC028,97.0,98.0,P,1,
1405712,3031903,89816ExplorationVARC028,VARC028,98.0,99.0,GO,1,
1405713,3031903,89816ExplorationVARC028,VARC028,99.0,100.0,GO,1,
1405714,3031903,89816ExplorationVARC028,VARC028,100.0,101.0,GO,1,
1405715,3031903,89816ExplorationVARC028,VARC028,101.0,102.0,D,1,
1405716,3031903,89816ExplorationVARC028,VARC028,102.0,103.0,GO,1,
1405717,3031903,89816ExplorationVARC028,VARC028,109.0,110.0,MG,1,
1405718,3031903,89816ExplorationVARC028,VARC028,110.0,111.0,MG,2,
1405719,3031903,89816ExplorationVARC028,VARC028,111.0,112.0,MG,1,
1405720,3031903,89816ExplorationVARC028,VARC028,112.0,113.0,MG,1,
1405721,3031903,89816ExplorationVARC028,VARC028,115.0,116.0,MG,2,
1405722,3031903,89816ExplorationVARC028,VARC028,116.0,117.0,SP,2,
1405723,3031903,89816ExplorationVARC028,VARC028,117.0,118.0,SP,1,
1405724,3031903,89816ExplorationVARC028,VARC028,118.0,119.0,SP,1,
1405725,3031903,89816ExplorationVARC028,VARC028,119.0,120.0,D,2,
1405726,3031903,89816ExplorationVARC028,VARC028,120.0,121.0,SP,1,
1405727,3031903,89816ExplorationVARC028,VARC028,121.0,122.0,SP,1,
1405728,3031903,89816ExplorationVARC028,VARC028,122.0,123.0,SP,1,
1405729,3031903,89816ExplorationVARC028,VARC028,123.0,124.0,D,1,
1405730,3031903,89816ExplorationVARC028,VARC028,124.0,125.0,SP,1,
1405731,3031903,89816ExplorationVARC028,VARC028,125.0,126.0,P,2,
1405732,3031903,89816ExplorationVARC028,VARC028,126.0,127.0,CB,2,
1405733,3031903,89816ExplorationVARC028,VARC028,127.0,128.0,P,2,
1405734,3031903,89816ExplorationVARC028,VARC028,128.0,129.0,P,2,
1405735,3031903,89816ExplorationVARC028,VARC028,129.0,130.0,P,2,
1405736,3031903,89816ExplorationVARC028,VARC028,130.0,131.0,P,2,
1405737,3031903,89816ExplorationVARC028,VARC028,131.0,132.0,P,2,
1405738,3031903,89816ExplorationVARC028,VARC028,132.0,133.0,CB,2,
1405739,3031903,89816ExplorationVARC028,VARC028,133.0,134.0,CB,2,
1405740,3031903,89816ExplorationVARC028,VARC028,134.0,135.0,D,2,
1405741,3031903,89816ExplorationVARC028,VARC028,135.0,136.0,D,1,
1405742,3031903,89816ExplorationVARC028,VARC028,136.0,137.0,PY,1,
1405743,3031903,89816ExplorationVARC028,VARC028,137.0,138.0,PY,1,
1405744,3031903,89816ExplorationVARC028,VARC028,138.0,139.0,PY,1,
1405745,3031904,89816ExplorationVARC029,VARC029,5.0,6.0,SK,3,
1405746,3031904,89816ExplorationVARC029,VARC029,6.0,7.0,P,3,
1405747,3031904,89816ExplorationVARC029,VARC029,7.0,8.0,P,3,
1405748,3031904,89816ExplorationVARC029,VARC029,8.0,9.0,P,3,
1405749,3031904,89816ExplorationVARC029,VARC029,9.0,10.0,P,3,
1405750,3031904,89816ExplorationVARC029,VARC029,10.0,11.0,SK,3,
1405751,3031904,89816ExplorationVARC029,VARC029,11.0,12.0,P,3,
1405752,3031904,89816ExplorationVARC029,VARC029,12.0,13.0,SK,3,
1405753,3031904,89816ExplorationVARC029,VARC029,13.0,14.0,SK,3,
1405754,3031904,89816ExplorationVARC029,VARC029,14.0,15.0,SK,3,
1405755,3031904,89816ExplorationVARC029,VARC029,15.0,16.0,SK,3,
1405756,3031904,89816ExplorationVARC029,VARC029,16.0,17.0,P,3,
1405757,3031904,89816ExplorationVARC029,VARC029,17.0,18.0,SK,3,
1405758,3031904,89816ExplorationVARC029,VARC029,18.0,19.0,SK,3,
1405759,3031904,89816ExplorationVARC029,VARC029,21.0,22.0,SK,4,
1405760,3031904,89816ExplorationVARC029,VARC029,22.0,23.0,SK,4,
1405761,3031904,89816ExplorationVARC029,VARC029,23.0,24.0,SK,4,
1405762,3031904,89816ExplorationVARC029,VARC029,24.0,25.0,P,4,
1405763,3031904,89816ExplorationVARC029,VARC029,25.0,26.0,P,4,
1405764,3031904,89816ExplorationVARC029,VARC029,57.0,58.0,H,3,
1405765,3031904,89816ExplorationVARC029,VARC029,58.0,59.0,H,3,
1405766,3031904,89816ExplorationVARC029,VARC029,59.0,60.0,H,3,
1405767,3031904,89816ExplorationVARC029,VARC029,60.0,61.0,H,3,
1405768,3031904,89816ExplorationVARC029,VARC029,61.0,62.0,SK,3,
1405769,3031904,89816ExplorationVARC029,VARC029,62.0,63.0,H,3,
1405770,3031904,89816ExplorationVARC029,VARC029,65.0,66.0,H,3,
1405771,3031904,89816ExplorationVARC029,VARC029,66.0,67.0,H,3,
1405772,3031904,89816ExplorationVARC029,VARC029,70.0,71.0,CH,3,
1405773,3031904,89816ExplorationVARC029,VARC029,71.0,72.0,CH,3,
1405774,3031904,89816ExplorationVARC029,VARC029,72.0,73.0,P,3,
1405775,3031904,89816ExplorationVARC029,VARC029,73.0,74.0,P,3,
1405776,3031904,89816ExplorationVARC029,VARC029,74.0,75.0,CH,3,
1405777,3031904,89816ExplorationVARC029,VARC029,75.0,76.0,P,3,
1405778,3031904,89816ExplorationVARC029,VARC029,76.0,77.0,P,3,
1405779,3031904,89816ExplorationVARC029,VARC029,77.0,78.0,CH,2,
1405780,3031904,89816ExplorationVARC029,VARC029,78.0,79.0,CH,2,
1405781,3031905,89816ExplorationVARC030,VARC030,33.0,34.0,MG,3,
1405782,3031905,89816ExplorationVARC030,VARC030,34.0,35.0,MG,3,
1405783,3031905,89816ExplorationVARC030,VARC030,35.0,36.0,MG,3,
1405784,3031905,89816ExplorationVARC030,VARC030,36.0,37.0,MG,3,
1405785,3031905,89816ExplorationVARC030,VARC030,37.0,38.0,P,3,
1405786,3031905,89816ExplorationVARC030,VARC030,38.0,39.0,MG,3,
1405787,3031905,89816ExplorationVARC030,VARC030,39.0,40.0,MG,2,
1405788,3031905,89816ExplorationVARC030,VARC030,40.0,41.0,LM,3,
1405789,3031905,89816ExplorationVARC030,VARC030,41.0,42.0,P,4,
1405790,3031905,89816ExplorationVARC030,VARC030,42.0,43.0,LM,4,
1405791,3031905,89816ExplorationVARC030,VARC030,43.0,44.0,P,4,
1405792,3031905,89816ExplorationVARC030,VARC030,44.0,45.0,FT,2,
1405793,3031905,89816ExplorationVARC030,VARC030,45.0,46.0,P,2,
1405794,3031905,89816ExplorationVARC030,VARC030,46.0,47.0,P,2,
1405795,3031905,89816ExplorationVARC030,VARC030,48.0,49.0,LM,2,
1405796,3031905,89816ExplorationVARC030,VARC030,49.0,50.0,LM,3,
1405797,3031905,89816ExplorationVARC030,VARC030,50.0,51.0,SK,3,
1405798,3031905,89816ExplorationVARC030,VARC030,51.0,52.0,P,4,
1405799,3031905,89816ExplorationVARC030,VARC030,52.0,53.0,LM,2,
1405800,3031905,89816ExplorationVARC030,VARC030,53.0,54.0,LM,2,
1405801,3031905,89816ExplorationVARC030,VARC030,54.0,55.0,P,2,
1405802,3031905,89816ExplorationVARC030,VARC030,55.0,56.0,LM,2,
1405803,3031905,89816ExplorationVARC030,VARC030,56.0,57.0,LM,2,
1405804,3031905,89816ExplorationVARC030,VARC030,57.0,58.0,SL,2,
1405805,3031905,89816ExplorationVARC030,VARC030,58.0,59.0,P,3,
1405806,3031905,89816ExplorationVARC030,VARC030,59.0,60.0,TC,3,
1405807,3031905,89816ExplorationVARC030,VARC030,60.0,61.0,TC,3,
1405808,3031905,89816ExplorationVARC030,VARC030,61.0,62.0,P,3,
1405809,3031905,89816ExplorationVARC030,VARC030,62.0,63.0,P,3,
1405810,3031905,89816ExplorationVARC030,VARC030,63.0,64.0,TC,3,
1405811,3031905,89816ExplorationVARC030,VARC030,64.0,65.0,TC,3,
1405812,3031905,89816ExplorationVARC030,VARC030,65.0,66.0,TC,3,
1405813,3031905,89816ExplorationVARC030,VARC030,66.0,67.0,TC,3,
1405814,3031905,89816ExplorationVARC030,VARC030,67.0,68.0,TC,4,
1405815,3031905,89816ExplorationVARC030,VARC030,68.0,69.0,TC,4,
1405816,3031905,89816ExplorationVARC030,VARC030,69.0,70.0,P,4,
1405817,3031905,89816ExplorationVARC030,VARC030,70.0,71.0,P,4,
1405818,3031905,89816ExplorationVARC030,VARC030,71.0,72.0,TC,4,
1405819,3031905,89816ExplorationVARC030,VARC030,72.0,73.0,TC,4,
1405820,3031905,89816ExplorationVARC030,VARC030,73.0,74.0,P,4,
1405821,3031905,89816ExplorationVARC030,VARC030,74.0,75.0,P,4,
1405822,3031905,89816ExplorationVARC030,VARC030,75.0,76.0,TC,4,
1405823,3031905,89816ExplorationVARC030,VARC030,76.0,77.0,P,4,
1405824,3031905,89816ExplorationVARC030,VARC030,77.0,78.0,TC,2,
1405825,3031905,89816ExplorationVARC030,VARC030,82.0,83.0,CH,3,
1405826,3031905,89816ExplorationVARC030,VARC030,83.0,84.0,CH,3,
1405827,3031905,89816ExplorationVARC030,VARC030,84.0,85.0,H,3,
1405828,3031905,89816ExplorationVARC030,VARC030,85.0,86.0,CH,3,
1405829,3031905,89816ExplorationVARC030,VARC030,86.0,87.0,CH,3,
1405830,3031905,89816ExplorationVARC030,VARC030,87.0,88.0,PY,2,
1405831,3031905,89816ExplorationVARC030,VARC030,88.0,89.0,PY,2,
1405832,3031905,89816ExplorationVARC030,VARC030,89.0,90.0,PY,2,
1405833,3031905,89816ExplorationVARC030,VARC030,90.0,91.0,PY,2,
1405834,3031905,89816ExplorationVARC030,VARC030,91.0,92.0,PY,2,
1405835,3031905,89816ExplorationVARC030,VARC030,92.0,93.0,D,2,
1405836,3031905,89816ExplorationVARC030,VARC030,93.0,94.0,PY,2,
1405837,3031905,89816ExplorationVARC030,VARC030,94.0,95.0,PY,2,
1405838,3031905,89816ExplorationVARC030,VARC030,95.0,96.0,PY,2,
1405839,3031905,89816ExplorationVARC030,VARC030,96.0,97.0,PY,2,
1405840,3031906,89816ExplorationVARC031,VARC031,47.0,48.0,P,3,
1405841,3031906,89816ExplorationVARC031,VARC031,48.0,49.0,LM,4,
1405842,3031906,89816ExplorationVARC031,VARC031,49.0,50.0,P,4,
1405843,3031906,89816ExplorationVARC031,VARC031,50.0,51.0,P,4,
1405844,3031906,89816ExplorationVARC031,VARC031,51.0,52.0,P,4,
1405845,3031906,89816ExplorationVARC031,VARC031,52.0,53.0,P,4,
1405846,3031906,89816ExplorationVARC031,VARC031,53.0,54.0,LM,2,
1405847,3031906,89816ExplorationVARC031,VARC031,54.0,55.0,P,2,
1405848,3031906,89816ExplorationVARC031,VARC031,55.0,56.0,LM,2,
1405849,3031906,89816ExplorationVARC031,VARC031,56.0,57.0,LM,3,
1405850,3031906,89816ExplorationVARC031,VARC031,57.0,58.0,P,3,
1405851,3031906,89816ExplorationVARC031,VARC031,58.0,59.0,P,3,
1405852,3031906,89816ExplorationVARC031,VARC031,59.0,60.0,P,3,
1405853,3031906,89816ExplorationVARC031,VARC031,60.0,61.0,P,3,
1405854,3031906,89816ExplorationVARC031,VARC031,61.0,62.0,P,3,
1405855,3031906,89816ExplorationVARC031,VARC031,62.0,63.0,LM,2,
1405856,3031906,89816ExplorationVARC031,VARC031,63.0,64.0,P,3,
1405857,3031906,89816ExplorationVARC031,VARC031,64.0,65.0,P,1,
1405858,3031906,89816ExplorationVARC031,VARC031,65.0,66.0,MG,1,
1405859,3031906,89816ExplorationVARC031,VARC031,66.0,67.0,MG,1,
1405860,3031906,89816ExplorationVARC031,VARC031,67.0,68.0,MG,1,
1405861,3031906,89816ExplorationVARC031,VARC031,68.0,69.0,MG,1,
1405862,3031906,89816ExplorationVARC031,VARC031,78.0,79.0,MG,1,
1405863,3031906,89816ExplorationVARC031,VARC031,79.0,80.0,MG,1,
1405864,3031906,89816ExplorationVARC031,VARC031,80.0,81.0,P,2,
1405865,3031906,89816ExplorationVARC031,VARC031,81.0,82.0,MG,2,
1405866,3031906,89816ExplorationVARC031,VARC031,82.0,83.0,MG,2,
1405867,3031906,89816ExplorationVARC031,VARC031,83.0,84.0,MG,3,
1405868,3031906,89816ExplorationVARC031,VARC031,84.0,85.0,MG,3,
1405869,3031906,89816ExplorationVARC031,VARC031,85.0,86.0,P,3,
1405870,3031906,89816ExplorationVARC031,VARC031,86.0,87.0,MG,1,
1405871,3031906,89816ExplorationVARC031,VARC031,87.0,88.0,MG,1,
1405872,3031906,89816ExplorationVARC031,VARC031,88.0,89.0,P,1,
1405873,3031906,89816ExplorationVARC031,VARC031,89.0,90.0,MG,1,
1405874,3031906,89816ExplorationVARC031,VARC031,90.0,91.0,P,1,
1405875,3031906,89816ExplorationVARC031,VARC031,91.0,92.0,P,1,
1405876,3031906,89816ExplorationVARC031,VARC031,92.0,93.0,P,1,
1405877,3031906,89816ExplorationVARC031,VARC031,93.0,94.0,P,4,
1405878,3031906,89816ExplorationVARC031,VARC031,94.0,95.0,SK,4,
1405879,3031906,89816ExplorationVARC031,VARC031,95.0,96.0,SK,4,
1405880,3031906,89816ExplorationVARC031,VARC031,96.0,97.0,SK,4,
1405881,3031906,89816ExplorationVARC031,VARC031,101.0,102.0,PY,1,
1405882,3031906,89816ExplorationVARC031,VARC031,103.0,104.0,P,4,
1405883,3031906,89816ExplorationVARC031,VARC031,104.0,105.0,P,4,
1405884,3031906,89816ExplorationVARC031,VARC031,105.0,106.0,CB,4,
1405885,3031906,89816ExplorationVARC031,VARC031,106.0,107.0,P,4,
1405886,3031906,89816ExplorationVARC031,VARC031,107.0,108.0,P,4,
1405887,3031906,89816ExplorationVARC031,VARC031,108.0,109.0,P,4,
1405888,3031906,89816ExplorationVARC031,VARC031,109.0,110.0,CB,4,
1405889,3031906,89816ExplorationVARC031,VARC031,110.0,111.0,PY,2,
1405890,3031906,89816ExplorationVARC031,VARC031,111.0,112.0,H,2,
1405891,3031906,89816ExplorationVARC031,VARC031,112.0,113.0,PY,2,
1405892,3031906,89816ExplorationVARC031,VARC031,113.0,114.0,PY,2,
1405893,3031906,89816ExplorationVARC031,VARC031,114.0,115.0,FT,2,
1405894,3031906,89816ExplorationVARC031,VARC031,115.0,116.0,PY,2,
1405895,3031906,89816ExplorationVARC031,VARC031,116.0,117.0,PY,2,
1405896,3031906,89816ExplorationVARC031,VARC031,117.0,118.0,FT,2,
1405897,3031906,89816ExplorationVARC031,VARC031,118.0,119.0,SK,3,
1405898,3031906,89816ExplorationVARC031,VARC031,119.0,120.0,SK,3,
1405899,3031906,89816ExplorationVARC031,VARC031,120.0,121.0,SK,3,
1405900,3031906,89816ExplorationVARC031,VARC031,121.0,122.0,P,3,
1405901,3031906,89816ExplorationVARC031,VARC031,122.0,123.0,SK,3,
1405902,3031906,89816ExplorationVARC031,VARC031,123.0,124.0,SK,3,
1405903,3031906,89816ExplorationVARC031,VARC031,124.0,125.0,SK,3,
1405904,3031906,89816ExplorationVARC031,VARC031,125.0,126.0,P,3,
1405905,3031906,89816ExplorationVARC031,VARC031,126.0,127.0,P,3,
1405906,3031907,89816ExplorationVARC032,VARC032,29.0,30.0,TC,2,
1405907,3031907,89816ExplorationVARC032,VARC032,30.0,31.0,P,2,
1405908,3031907,89816ExplorationVARC032,VARC032,31.0,32.0,P,2,
1405909,3031907,89816ExplorationVARC032,VARC032,32.0,33.0,TC,2,
1405910,3031907,89816ExplorationVARC032,VARC032,33.0,34.0,TC,2,
1405911,3031907,89816ExplorationVARC032,VARC032,34.0,35.0,TC,2,
1405912,3031907,89816ExplorationVARC032,VARC032,35.0,36.0,TC,2,
1405913,3031907,89816ExplorationVARC032,VARC032,36.0,37.0,TC,3,
1405914,3031907,89816ExplorationVARC032,VARC032,37.0,38.0,TC,3,
1405915,3031907,89816ExplorationVARC032,VARC032,38.0,39.0,TC,3,
1405916,3031907,89816ExplorationVARC032,VARC032,39.0,40.0,TC,3,
1405917,3031907,89816ExplorationVARC032,VARC032,40.0,41.0,P,3,
1405918,3031907,89816ExplorationVARC032,VARC032,41.0,42.0,TC,3,
1405919,3031907,89816ExplorationVARC032,VARC032,42.0,43.0,P,3,
1405920,3031907,89816ExplorationVARC032,VARC032,43.0,44.0,P,3,
1405921,3031907,89816ExplorationVARC032,VARC032,44.0,45.0,TC,3,
1405922,3031907,89816ExplorationVARC032,VARC032,45.0,46.0,TC,2,
1405923,3031907,89816ExplorationVARC032,VARC032,75.0,76.0,P,2,
1405924,3031907,89816ExplorationVARC032,VARC032,76.0,77.0,SK,2,
1405925,3031907,89816ExplorationVARC032,VARC032,77.0,78.0,P,2,
1405926,3031907,89816ExplorationVARC032,VARC032,78.0,79.0,P,4,
1405927,3031907,89816ExplorationVARC032,VARC032,79.0,80.0,SK,3,
1405928,3031907,89816ExplorationVARC032,VARC032,80.0,81.0,P,3,
1405929,3031907,89816ExplorationVARC032,VARC032,81.0,82.0,SK,3,
1405930,3031907,89816ExplorationVARC032,VARC032,82.0,83.0,SK,3,
1405931,3031907,89816ExplorationVARC032,VARC032,83.0,84.0,P,3,
1405932,3031907,89816ExplorationVARC032,VARC032,84.0,85.0,SK,3,
1405933,3031907,89816ExplorationVARC032,VARC032,85.0,86.0,P,3,
1405934,3031907,89816ExplorationVARC032,VARC032,87.0,88.0,CB,4,
1405935,3031907,89816ExplorationVARC032,VARC032,88.0,89.0,CB,4,
1405936,3031907,89816ExplorationVARC032,VARC032,89.0,90.0,CB,4,
1405937,3031907,89816ExplorationVARC032,VARC032,90.0,91.0,SK,4,
1405938,3031907,89816ExplorationVARC032,VARC032,91.0,92.0,CB,4,
1405939,3031907,89816ExplorationVARC032,VARC032,92.0,93.0,CB,4,
1405940,3031907,89816ExplorationVARC032,VARC032,93.0,94.0,CB,4,
1405941,3031907,89816ExplorationVARC032,VARC032,94.0,95.0,CB,4,
1405942,3031907,89816ExplorationVARC032,VARC032,95.0,96.0,CB,4,
1405943,3031907,89816ExplorationVARC032,VARC032,96.0,97.0,CH,3,
1405944,3031907,89816ExplorationVARC032,VARC032,97.0,98.0,PY,3,
1405945,3031907,89816ExplorationVARC032,VARC032,98.0,99.0,PY,1,
1405946,3031907,89816ExplorationVARC032,VARC032,99.0,100.0,PY,2,
1405947,3031907,89816ExplorationVARC032,VARC032,100.0,101.0,PY,1,
1405948,3031907,89816ExplorationVARC032,VARC032,101.0,102.0,P,2,
1405949,3031907,89816ExplorationVARC032,VARC032,102.0,103.0,SK,2,
1405950,3031907,89816ExplorationVARC032,VARC032,103.0,104.0,SK,2,
1405951,3031907,89816ExplorationVARC032,VARC032,104.0,105.0,SK,2,
1405952,3031907,89816ExplorationVARC032,VARC032,105.0,106.0,P,2,
1405953,3031907,89816ExplorationVARC032,VARC032,106.0,107.0,P,2,
1405954,3031907,89816ExplorationVARC032,VARC032,107.0,108.0,SK,2,
1405955,3031907,89816ExplorationVARC032,VARC032,108.0,109.0,SK,2,
1405956,3031908,89816ExplorationVARC033,VARC033,25.0,26.0,TC,3,
1405957,3031908,89816ExplorationVARC033,VARC033,26.0,27.0,P,3,
1405958,3031908,89816ExplorationVARC033,VARC033,27.0,28.0,TC,3,
1405959,3031908,89816ExplorationVARC033,VARC033,28.0,29.0,TC,3,
1405960,3031908,89816ExplorationVARC033,VARC033,29.0,30.0,TC,3,
1405961,3031908,89816ExplorationVARC033,VARC033,30.0,31.0,P,3,
1405962,3031909,89816ExplorationVARC034,VARC034,4.0,5.0,P,3,
1405963,3031909,89816ExplorationVARC034,VARC034,5.0,6.0,SK,3,
1405964,3031909,89816ExplorationVARC034,VARC034,6.0,7.0,SK,3,
1405965,3031909,89816ExplorationVARC034,VARC034,7.0,8.0,SK,3,
