dhalterationid,collarid,holeid,companyholeid,fromdepth,todepth,Alt1_Code,Alt1_Int,Alt_Comments
1405283,3031756,89816ExplorationSTRC085,STRC085,28.0,29.0,SK,1,saprolitic
1405284,3031756,89816ExplorationSTRC085,STRC085,29.0,30.0,P,1,saprolitic
1405285,3031756,89816ExplorationSTRC085,STRC085,30.0,31.0,P,1,saprolitic
1405286,3031756,89816ExplorationSTRC085,STRC085,31.0,32.0,SK,1,saprolitic
1405287,3031756,89816ExplorationSTRC085,STRC085,32.0,33.0,P,1,saprolitic
1405288,3031756,89816ExplorationSTRC085,STRC085,33.0,34.0,P,1,saprolitic
1405289,3031756,89816ExplorationSTRC085,STRC085,34.0,35.0,SK,1,saprolitic
1405290,3031756,89816ExplorationSTRC085,STRC085,35.0,36.0,P,1,saprolitic
1405291,3031756,89816ExplorationSTRC085,STRC085,36.0,37.0,SK,1,saprolitic
1405292,3031756,89816ExplorationSTRC085,STRC085,37.0,38.0,P,2,saprolitic
1405293,3031756,89816ExplorationSTRC085,STRC085,38.0,39.0,TC,2,saprolitic
1405294,3031756,89816ExplorationSTRC085,STRC085,39.0,40.0,P,2,saprolitic
1405295,3031756,89816ExplorationSTRC085,STRC085,40.0,41.0,P,2,few chips
1405296,3031756,89816ExplorationSTRC085,STRC085,41.0,42.0,D,1,
1405297,3031756,89816ExplorationSTRC085,STRC085,42.0,43.0,GO,1,
1405298,3031756,89816ExplorationSTRC085,STRC085,43.0,44.0,D,1,
1405299,3031756,89816ExplorationSTRC085,STRC085,44.0,45.0,D,1,
1405300,3031756,89816ExplorationSTRC085,STRC085,45.0,46.0,D,1,
1405301,3031756,89816ExplorationSTRC085,STRC085,46.0,47.0,D,1,
1405302,3031756,89816ExplorationSTRC085,STRC085,47.0,48.0,D,1,
1405303,3031756,89816ExplorationSTRC085,STRC085,48.0,49.0,D,1,
1405304,3031756,89816ExplorationSTRC085,STRC085,49.0,50.0,D,1,
1405305,3031756,89816ExplorationSTRC085,STRC085,50.0,51.0,LM,1,
1405306,3031756,89816ExplorationSTRC085,STRC085,51.0,52.0,LM,1,
1405307,3031756,89816ExplorationSTRC085,STRC085,67.0,68.0,SK,1,saprolite
1405308,3031756,89816ExplorationSTRC085,STRC085,68.0,69.0,SK,1,saprolite
1405309,3031756,89816ExplorationSTRC085,STRC085,69.0,70.0,SK,1,saprolite
1405310,3031756,89816ExplorationSTRC085,STRC085,70.0,71.0,P,1,saprolite
1405311,3031756,89816ExplorationSTRC085,STRC085,71.0,72.0,SK,1,saprolite
1405312,3031756,89816ExplorationSTRC085,STRC085,72.0,73.0,TC,2,
1405313,3031756,89816ExplorationSTRC085,STRC085,73.0,74.0,P,2,
1405314,3031756,89816ExplorationSTRC085,STRC085,74.0,75.0,P,2,
1405315,3031756,89816ExplorationSTRC085,STRC085,75.0,76.0,TC,2,
1405316,3031756,89816ExplorationSTRC085,STRC085,76.0,77.0,TC,2,
1405317,3031756,89816ExplorationSTRC085,STRC085,77.0,78.0,P,2,
1405318,3031756,89816ExplorationSTRC085,STRC085,78.0,79.0,P,2,
1405319,3031757,89816ExplorationSTRC086,STRC086,0.0,1.0,LM,2,
1405320,3031757,89816ExplorationSTRC086,STRC086,1.0,2.0,LM,2,
1405321,3031757,89816ExplorationSTRC086,STRC086,2.0,3.0,P,2,
1405322,3031757,89816ExplorationSTRC086,STRC086,3.0,4.0,P,2,
1405323,3031757,89816ExplorationSTRC086,STRC086,4.0,5.0,D,1,
1405324,3031757,89816ExplorationSTRC086,STRC086,5.0,6.0,LM,1,
1405325,3031757,89816ExplorationSTRC086,STRC086,9.0,10.0,P,1,silty and sandy mudstone
1405326,3031757,89816ExplorationSTRC086,STRC086,10.0,11.0,P,1,
1405327,3031757,89816ExplorationSTRC086,STRC086,11.0,12.0,GO,1,
1405328,3031757,89816ExplorationSTRC086,STRC086,12.0,13.0,GO,1,
1405329,3031757,89816ExplorationSTRC086,STRC086,16.0,17.0,GO,2,
1405330,3031757,89816ExplorationSTRC086,STRC086,17.0,18.0,GO,2,lateritic
1405331,3031757,89816ExplorationSTRC086,STRC086,18.0,19.0,GO,2,lateritic
1405332,3031757,89816ExplorationSTRC086,STRC086,19.0,20.0,GO,2,
1405333,3031757,89816ExplorationSTRC086,STRC086,20.0,21.0,GO,1,
1405334,3031757,89816ExplorationSTRC086,STRC086,21.0,22.0,P,3,primary texture exist
1405335,3031757,89816ExplorationSTRC086,STRC086,22.0,23.0,P,3,primary texture exist
1405336,3031757,89816ExplorationSTRC086,STRC086,23.0,24.0,GO,3,primary texture exist
1405337,3031757,89816ExplorationSTRC086,STRC086,24.0,25.0,GO,3,
1405338,3031757,89816ExplorationSTRC086,STRC086,25.0,26.0,LM,2,
1405339,3031757,89816ExplorationSTRC086,STRC086,26.0,27.0,LM,3,
1405340,3031757,89816ExplorationSTRC086,STRC086,27.0,28.0,LM,3,
1405341,3031757,89816ExplorationSTRC086,STRC086,28.0,29.0,LM,3,
1405342,3031757,89816ExplorationSTRC086,STRC086,29.0,30.0,LM,3,
1405343,3031757,89816ExplorationSTRC086,STRC086,30.0,31.0,LM,3,
1405344,3031757,89816ExplorationSTRC086,STRC086,31.0,32.0,P,3,
1405345,3031757,89816ExplorationSTRC086,STRC086,32.0,33.0,P,1,
1405346,3031757,89816ExplorationSTRC086,STRC086,33.0,34.0,LM,1,
1405347,3031757,89816ExplorationSTRC086,STRC086,34.0,35.0,P,1,
1405348,3031757,89816ExplorationSTRC086,STRC086,35.0,36.0,P,1,
1405349,3031757,89816ExplorationSTRC086,STRC086,36.0,37.0,P,1,
1405350,3031757,89816ExplorationSTRC086,STRC086,37.0,38.0,TC,1,
1405351,3031757,89816ExplorationSTRC086,STRC086,38.0,39.0,P,2,
1405352,3031757,89816ExplorationSTRC086,STRC086,39.0,40.0,P,2,
1405353,3031757,89816ExplorationSTRC086,STRC086,40.0,41.0,TC,2,
1405354,3031757,89816ExplorationSTRC086,STRC086,41.0,42.0,TC,2,
1405355,3031757,89816ExplorationSTRC086,STRC086,42.0,43.0,TC,2,
1405356,3031757,89816ExplorationSTRC086,STRC086,43.0,44.0,P,2,
1405357,3031757,89816ExplorationSTRC086,STRC086,44.0,45.0,TC,1,
1405358,3031757,89816ExplorationSTRC086,STRC086,45.0,46.0,TC,1,saprolitic
1405359,3031757,89816ExplorationSTRC086,STRC086,46.0,47.0,TC,1,saprolitic
1405360,3031757,89816ExplorationSTRC086,STRC086,47.0,48.0,TC,1,saprolitic
1405361,3031757,89816ExplorationSTRC086,STRC086,48.0,49.0,P,1,saprolitic
1405362,3031757,89816ExplorationSTRC086,STRC086,49.0,50.0,TC,1,saprolitic
1405363,3031757,89816ExplorationSTRC086,STRC086,50.0,51.0,P,1,saprolitic
1405364,3031757,89816ExplorationSTRC086,STRC086,51.0,52.0,P,1,saprolitic
1405365,3031757,89816ExplorationSTRC086,STRC086,52.0,53.0,SK,1,
1405366,3031757,89816ExplorationSTRC086,STRC086,53.0,54.0,SK,1,
1405367,3031757,89816ExplorationSTRC086,STRC086,54.0,55.0,SK,1,
1405368,3031757,89816ExplorationSTRC086,STRC086,85.0,86.0,CB,1,
1405369,3031757,89816ExplorationSTRC086,STRC086,86.0,87.0,P,2,
1405370,3031757,89816ExplorationSTRC086,STRC086,87.0,88.0,P,2,
1405371,3031757,89816ExplorationSTRC086,STRC086,88.0,89.0,P,2,
1405372,3031757,89816ExplorationSTRC086,STRC086,89.0,90.0,CB,2,
1405373,3031757,89816ExplorationSTRC086,STRC086,90.0,91.0,CB,2,
1405374,3031757,89816ExplorationSTRC086,STRC086,91.0,92.0,P,2,
1405375,3031757,89816ExplorationSTRC086,STRC086,92.0,93.0,P,2,
1405376,3031757,89816ExplorationSTRC086,STRC086,93.0,94.0,P,2,
1405377,3031757,89816ExplorationSTRC086,STRC086,94.0,95.0,CB,2,
1405378,3031757,89816ExplorationSTRC086,STRC086,95.0,96.0,P,2,
1405379,3031757,89816ExplorationSTRC086,STRC086,96.0,97.0,CB,2,
1405380,3031758,89816ExplorationSTRC087,STRC087,3.0,4.0,P,4,"hard, clastic"
1405381,3031758,89816ExplorationSTRC087,STRC087,5.0,6.0,P,1,"hard, clastic"
1405382,3031758,89816ExplorationSTRC087,STRC087,6.0,7.0,SK,3,"hard, clastic"
1405383,3031758,89816ExplorationSTRC087,STRC087,7.0,8.0,SK,3,"hard, clastic"
1405384,3031758,89816ExplorationSTRC087,STRC087,8.0,9.0,P,3,"hard, clastic"
1405385,3031758,89816ExplorationSTRC087,STRC087,9.0,10.0,P,3,"hard, clastic"
1405386,3031758,89816ExplorationSTRC087,STRC087,10.0,11.0,TC,1,clay weathered chips
1405387,3031758,89816ExplorationSTRC087,STRC087,11.0,12.0,TC,1,lime green crud
1405388,3031758,89816ExplorationSTRC087,STRC087,12.0,13.0,TC,1,"clay, no chips"
1405389,3031758,89816ExplorationSTRC087,STRC087,13.0,14.0,TC,1,few cruddy clay chips
1405390,3031758,89816ExplorationSTRC087,STRC087,14.0,15.0,TC,1,
1405391,3031758,89816ExplorationSTRC087,STRC087,15.0,16.0,TC,1,mix of brown / green cruddy chips
1405392,3031758,89816ExplorationSTRC087,STRC087,16.0,17.0,TC,1,ibid
1405393,3031758,89816ExplorationSTRC087,STRC087,17.0,18.0,LM,4,ibid
1405394,3031758,89816ExplorationSTRC087,STRC087,18.0,19.0,LM,4,ibid
1405395,3031758,89816ExplorationSTRC087,STRC087,19.0,20.0,TC,1,emerald green clay
1405396,3031758,89816ExplorationSTRC087,STRC087,20.0,21.0,TC,1,limonite dusted emerald clay
1405397,3031758,89816ExplorationSTRC087,STRC087,21.0,22.0,P,1,ibid
1405398,3031758,89816ExplorationSTRC087,STRC087,22.0,23.0,P,1,brown clay with no chips
1405399,3031758,89816ExplorationSTRC087,STRC087,23.0,24.0,P,2,"ibid, increase talc content"
1405400,3031758,89816ExplorationSTRC087,STRC087,24.0,25.0,TC,2,"clay, few clay chips"
1405401,3031758,89816ExplorationSTRC087,STRC087,25.0,26.0,TC,2,"clay, few clay chips"
1405402,3031758,89816ExplorationSTRC087,STRC087,26.0,27.0,P,2,"clay, few clay chips"
1405403,3031758,89816ExplorationSTRC087,STRC087,27.0,28.0,P,2,"clay, few clay chips"
1405404,3031758,89816ExplorationSTRC087,STRC087,28.0,29.0,TC,2,"clay, few clay chips"
1405405,3031758,89816ExplorationSTRC087,STRC087,29.0,30.0,P,2,"clay, few clay chips"
1405406,3031758,89816ExplorationSTRC087,STRC087,30.0,31.0,TC,2,increase clay
1405407,3031758,89816ExplorationSTRC087,STRC087,31.0,32.0,P,2,clay
1405408,3031758,89816ExplorationSTRC087,STRC087,32.0,33.0,P,2,
1405409,3031758,89816ExplorationSTRC087,STRC087,33.0,34.0,TC,4,
1405410,3031758,89816ExplorationSTRC087,STRC087,34.0,35.0,TC,4,
1405411,3031758,89816ExplorationSTRC087,STRC087,35.0,36.0,P,4,flat small schistose chips
1405412,3031758,89816ExplorationSTRC087,STRC087,36.0,37.0,P,4,flat small schistose chips
1405413,3031758,89816ExplorationSTRC087,STRC087,37.0,38.0,TC,4,flat small schistose chips
1405414,3031758,89816ExplorationSTRC087,STRC087,38.0,39.0,TC,4,flat small schistose chips
1405415,3031758,89816ExplorationSTRC087,STRC087,39.0,40.0,TC,3,flat small schistose chips
1405416,3031758,89816ExplorationSTRC087,STRC087,53.0,54.0,TC,1,"large, hard, vfg chips"
1405417,3031758,89816ExplorationSTRC087,STRC087,54.0,55.0,P,1,
1405418,3031758,89816ExplorationSTRC087,STRC087,55.0,56.0,P,3,definite ultramafic
1405419,3031758,89816ExplorationSTRC087,STRC087,56.0,57.0,TC,3,
1405420,3031758,89816ExplorationSTRC087,STRC087,57.0,58.0,P,3,
1405421,3031758,89816ExplorationSTRC087,STRC087,58.0,59.0,P,3,
1405422,3031758,89816ExplorationSTRC087,STRC087,59.0,60.0,P,3,
1405423,3031758,89816ExplorationSTRC087,STRC087,60.0,61.0,TC,3,massive to schistose
1405424,3031758,89816ExplorationSTRC087,STRC087,61.0,62.0,TC,2,inject to lift samples
1405425,3031758,89816ExplorationSTRC087,STRC087,62.0,63.0,P,2,inject to lift samples
1405426,3031758,89816ExplorationSTRC087,STRC087,63.0,64.0,TC,2,inject to lift samples
1405427,3031758,89816ExplorationSTRC087,STRC087,64.0,65.0,P,2,damp
1405428,3031758,89816ExplorationSTRC087,STRC087,65.0,66.0,P,2,"damp, few chips"
1405429,3031758,89816ExplorationSTRC087,STRC087,66.0,67.0,P,2,
1405430,3031758,89816ExplorationSTRC087,STRC087,67.0,68.0,TC,2,
1405431,3031758,89816ExplorationSTRC087,STRC087,68.0,69.0,TC,2,
1405432,3031758,89816ExplorationSTRC087,STRC087,69.0,70.0,TC,2,with hard schistose chips
1405433,3031758,89816ExplorationSTRC087,STRC087,75.0,76.0,P,3,"flat, fissile"
1405434,3031758,89816ExplorationSTRC087,STRC087,76.0,77.0,CH,3,with chlorite
1405435,3031758,89816ExplorationSTRC087,STRC087,79.0,80.0,P,1,
1405436,3031758,89816ExplorationSTRC087,STRC087,86.0,87.0,D,2,good flat graphitic black shales
1405437,3031758,89816ExplorationSTRC087,STRC087,90.0,91.0,D,2,good flat graphitic black shales
1405438,3031758,89816ExplorationSTRC087,STRC087,91.0,92.0,D,2,good flat graphitic black shales
1405439,3031758,89816ExplorationSTRC087,STRC087,92.0,93.0,PY,2,good flat graphitic black shales
1405440,3031758,89816ExplorationSTRC087,STRC087,93.0,94.0,PY,2,good flat graphitic black shales
1405441,3031758,89816ExplorationSTRC087,STRC087,94.0,95.0,D,2,good flat graphitic black shales
1405442,3031758,89816ExplorationSTRC087,STRC087,95.0,96.0,D,2,good flat graphitic black shales
1405443,3031758,89816ExplorationSTRC087,STRC087,96.0,97.0,D,2,with quartz stringers
1405444,3031758,89816ExplorationSTRC087,STRC087,97.0,98.0,PY,2,
1405445,3031758,89816ExplorationSTRC087,STRC087,98.0,99.0,PY,2,
1405446,3031758,89816ExplorationSTRC087,STRC087,99.0,100.0,D,2,
1405447,3031758,89816ExplorationSTRC087,STRC087,100.0,101.0,D,2,minor quartz veining
1405448,3031758,89816ExplorationSTRC087,STRC087,101.0,102.0,PY,2,
1405449,3031758,89816ExplorationSTRC087,STRC087,102.0,103.0,D,2,
1405450,3031758,89816ExplorationSTRC087,STRC087,103.0,104.0,TC,4,sharp contact
1405451,3031758,89816ExplorationSTRC087,STRC087,104.0,105.0,P,4,
1405452,3031758,89816ExplorationSTRC087,STRC087,105.0,106.0,TC,4,
1405453,3031758,89816ExplorationSTRC087,STRC087,106.0,107.0,TC,4,with 1mm talc rich seams
1405454,3031758,89816ExplorationSTRC087,STRC087,107.0,108.0,P,4,
1405455,3031758,89816ExplorationSTRC087,STRC087,108.0,109.0,P,4,
1405456,3031758,89816ExplorationSTRC087,STRC087,109.0,110.0,P,4,
1405457,3031758,89816ExplorationSTRC087,STRC087,110.0,111.0,P,4,
1405458,3031758,89816ExplorationSTRC087,STRC087,111.0,112.0,TC,4,
1405459,3031758,89816ExplorationSTRC087,STRC087,112.0,113.0,P,4,
1405460,3031758,89816ExplorationSTRC087,STRC087,113.0,114.0,P,4,
1405461,3031758,89816ExplorationSTRC087,STRC087,114.0,115.0,P,4,WITH DISSEMINATED ARSENOPYRITE
1405462,3031758,89816ExplorationSTRC087,STRC087,115.0,116.0,FP,4,"with leucoxene, 1mm feld lathes, chloritic"
1405463,3031901,89816ExplorationVARC026,VARC026,0.0,1.0,CL,1,
1405464,3031901,89816ExplorationVARC026,VARC026,1.0,2.0,P,1,
1405465,3031901,89816ExplorationVARC026,VARC026,2.0,3.0,D,1,
1405466,3031901,89816ExplorationVARC026,VARC026,3.0,4.0,D,1,
1405467,3031901,89816ExplorationVARC026,VARC026,4.0,5.0,HM,1,
1405468,3031901,89816ExplorationVARC026,VARC026,5.0,6.0,P,1,
1405469,3031901,89816ExplorationVARC026,VARC026,6.0,7.0,CL,1,
1405470,3031901,89816ExplorationVARC026,VARC026,7.0,8.0,HM,1,
1405471,3031901,89816ExplorationVARC026,VARC026,8.0,9.0,HM,1,
1405472,3031901,89816ExplorationVARC026,VARC026,9.0,10.0,HM,1,
1405473,3031901,89816ExplorationVARC026,VARC026,10.0,11.0,HM,1,
1405474,3031901,89816ExplorationVARC026,VARC026,11.0,12.0,D,1,
1405475,3031901,89816ExplorationVARC026,VARC026,12.0,13.0,D,1,
1405476,3031901,89816ExplorationVARC026,VARC026,13.0,14.0,CL,4,
1405477,3031901,89816ExplorationVARC026,VARC026,17.0,18.0,CL,4,
1405478,3031901,89816ExplorationVARC026,VARC026,18.0,19.0,CL,4,
1405479,3031901,89816ExplorationVARC026,VARC026,25.0,26.0,P,1,
1405480,3031901,89816ExplorationVARC026,VARC026,26.0,27.0,P,1,
1405481,3031901,89816ExplorationVARC026,VARC026,27.0,28.0,HM,1,
1405482,3031901,89816ExplorationVARC026,VARC026,28.0,29.0,P,4,
1405483,3031901,89816ExplorationVARC026,VARC026,29.0,30.0,P,4,
1405484,3031901,89816ExplorationVARC026,VARC026,30.0,31.0,P,4,
1405485,3031901,89816ExplorationVARC026,VARC026,31.0,32.0,CL,4,
1405486,3031901,89816ExplorationVARC026,VARC026,32.0,33.0,SK,1,
1405487,3031901,89816ExplorationVARC026,VARC026,33.0,34.0,D,1,
1405488,3031901,89816ExplorationVARC026,VARC026,34.0,35.0,HM,2,
1405489,3031901,89816ExplorationVARC026,VARC026,35.0,36.0,HM,2,
1405490,3031901,89816ExplorationVARC026,VARC026,36.0,37.0,P,4,
1405491,3031901,89816ExplorationVARC026,VARC026,37.0,38.0,CL,4,
1405492,3031901,89816ExplorationVARC026,VARC026,38.0,39.0,CL,4,
1405493,3031901,89816ExplorationVARC026,VARC026,39.0,40.0,CL,4,
1405494,3031901,89816ExplorationVARC026,VARC026,40.0,41.0,CL,4,
1405495,3031901,89816ExplorationVARC026,VARC026,41.0,42.0,P,4,
1405496,3031901,89816ExplorationVARC026,VARC026,42.0,43.0,CL,4,
1405497,3031901,89816ExplorationVARC026,VARC026,43.0,44.0,P,4,
1405498,3031901,89816ExplorationVARC026,VARC026,44.0,45.0,P,2,
1405499,3031901,89816ExplorationVARC026,VARC026,45.0,46.0,CL,1,
1405500,3031901,89816ExplorationVARC026,VARC026,46.0,47.0,P,2,
1405501,3031901,89816ExplorationVARC026,VARC026,47.0,48.0,CL,2,
1405502,3031901,89816ExplorationVARC026,VARC026,48.0,49.0,CL,1,
1405503,3031901,89816ExplorationVARC026,VARC026,49.0,50.0,CL,2,
1405504,3031901,89816ExplorationVARC026,VARC026,50.0,51.0,HM,1,
1405505,3031901,89816ExplorationVARC026,VARC026,51.0,52.0,CL,3,
1405506,3031901,89816ExplorationVARC026,VARC026,52.0,53.0,CL,3,
1405507,3031901,89816ExplorationVARC026,VARC026,53.0,54.0,P,3,
1405508,3031901,89816ExplorationVARC026,VARC026,54.0,55.0,CL,4,
1405509,3031901,89816ExplorationVARC026,VARC026,55.0,56.0,CL,4,
1405510,3031901,89816ExplorationVARC026,VARC026,56.0,57.0,P,4,
1405511,3031901,89816ExplorationVARC026,VARC026,57.0,58.0,P,4,
1405512,3031901,89816ExplorationVARC026,VARC026,58.0,59.0,P,4,
1405513,3031901,89816ExplorationVARC026,VARC026,59.0,60.0,CL,4,
1405514,3031901,89816ExplorationVARC026,VARC026,60.0,61.0,CL,4,
1405515,3031901,89816ExplorationVARC026,VARC026,61.0,62.0,CL,4,
1405516,3031901,89816ExplorationVARC026,VARC026,62.0,63.0,P,4,
1405517,3031901,89816ExplorationVARC026,VARC026,63.0,64.0,CL,4,
1405518,3031901,89816ExplorationVARC026,VARC026,64.0,65.0,CL,4,
1405519,3031901,89816ExplorationVARC026,VARC026,65.0,66.0,CL,2,
1405520,3031901,89816ExplorationVARC026,VARC026,66.0,67.0,P,2,
1405521,3031901,89816ExplorationVARC026,VARC026,67.0,68.0,CL,3,
1405522,3031901,89816ExplorationVARC026,VARC026,68.0,69.0,P,3,
1405523,3031902,89816ExplorationVARC027,VARC027,1.0,2.0,SK,1,
1405524,3031902,89816ExplorationVARC027,VARC027,2.0,3.0,P,1,
1405525,3031902,89816ExplorationVARC027,VARC027,3.0,4.0,SK,1,
1405526,3031902,89816ExplorationVARC027,VARC027,4.0,5.0,SK,1,
1405527,3031902,89816ExplorationVARC027,VARC027,5.0,6.0,SK,1,
1405528,3031902,89816ExplorationVARC027,VARC027,6.0,7.0,CL,2,
1405529,3031902,89816ExplorationVARC027,VARC027,7.0,8.0,P,2,
1405530,3031902,89816ExplorationVARC027,VARC027,8.0,9.0,CL,2,
1405531,3031902,89816ExplorationVARC027,VARC027,9.0,10.0,CL,2,
1405532,3031902,89816ExplorationVARC027,VARC027,10.0,11.0,CL,2,
1405533,3031902,89816ExplorationVARC027,VARC027,11.0,12.0,CL,2,
1405534,3031902,89816ExplorationVARC027,VARC027,12.0,13.0,CL,2,
1405535,3031902,89816ExplorationVARC027,VARC027,13.0,14.0,CL,3,
1405536,3031902,89816ExplorationVARC027,VARC027,14.0,15.0,CL,4,
1405537,3031902,89816ExplorationVARC027,VARC027,15.0,16.0,P,4,
1405538,3031902,89816ExplorationVARC027,VARC027,16.0,17.0,P,4,
1405539,3031902,89816ExplorationVARC027,VARC027,17.0,18.0,CL,4,
1405540,3031902,89816ExplorationVARC027,VARC027,18.0,19.0,P,4,
1405541,3031902,89816ExplorationVARC027,VARC027,21.0,22.0,P,2,
1405542,3031902,89816ExplorationVARC027,VARC027,22.0,23.0,P,2,
1405543,3031902,89816ExplorationVARC027,VARC027,23.0,24.0,P,2,
1405544,3031902,89816ExplorationVARC027,VARC027,24.0,25.0,P,4,
1405545,3031902,89816ExplorationVARC027,VARC027,25.0,26.0,P,4,
1405546,3031902,89816ExplorationVARC027,VARC027,26.0,27.0,CL,4,
1405547,3031902,89816ExplorationVARC027,VARC027,27.0,28.0,P,4,
1405548,3031902,89816ExplorationVARC027,VARC027,28.0,29.0,CL,4,
1405549,3031902,89816ExplorationVARC027,VARC027,29.0,30.0,P,4,
1405550,3031902,89816ExplorationVARC027,VARC027,30.0,31.0,CL,4,
1405551,3031902,89816ExplorationVARC027,VARC027,31.0,32.0,P,4,
1405552,3031902,89816ExplorationVARC027,VARC027,32.0,33.0,P,4,
1405553,3031902,89816ExplorationVARC027,VARC027,33.0,34.0,P,4,
1405554,3031902,89816ExplorationVARC027,VARC027,34.0,35.0,P,4,
1405555,3031902,89816ExplorationVARC027,VARC027,35.0,36.0,P,4,
1405556,3031902,89816ExplorationVARC027,VARC027,36.0,37.0,CL,4,
1405557,3031902,89816ExplorationVARC027,VARC027,37.0,38.0,HM,1,
1405558,3031902,89816ExplorationVARC027,VARC027,38.0,39.0,CL,3,
1405559,3031902,89816ExplorationVARC027,VARC027,39.0,40.0,P,1,
1405560,3031902,89816ExplorationVARC027,VARC027,40.0,41.0,HM,1,
1405561,3031902,89816ExplorationVARC027,VARC027,41.0,42.0,D,1,
1405562,3031902,89816ExplorationVARC027,VARC027,42.0,43.0,HM,2,
1405563,3031902,89816ExplorationVARC027,VARC027,43.0,44.0,CL,1,
1405564,3031902,89816ExplorationVARC027,VARC027,44.0,45.0,HM,2,
1405565,3031902,89816ExplorationVARC027,VARC027,45.0,46.0,P,2,
1405566,3031902,89816ExplorationVARC027,VARC027,46.0,47.0,P,3,
1405567,3031902,89816ExplorationVARC027,VARC027,47.0,48.0,P,4,
1405568,3031902,89816ExplorationVARC027,VARC027,48.0,49.0,CL,4,
1405569,3031902,89816ExplorationVARC027,VARC027,49.0,50.0,P,4,
1405570,3031902,89816ExplorationVARC027,VARC027,50.0,51.0,CL,4,
1405571,3031902,89816ExplorationVARC027,VARC027,51.0,52.0,CL,4,
1405572,3031902,89816ExplorationVARC027,VARC027,52.0,53.0,CL,4,
1405573,3031902,89816ExplorationVARC027,VARC027,53.0,54.0,P,4,
1405574,3031902,89816ExplorationVARC027,VARC027,54.0,55.0,P,4,
1405575,3031902,89816ExplorationVARC027,VARC027,55.0,56.0,P,4,
1405576,3031902,89816ExplorationVARC027,VARC027,56.0,57.0,P,4,
1405577,3031902,89816ExplorationVARC027,VARC027,57.0,58.0,CL,4,
1405578,3031902,89816ExplorationVARC027,VARC027,58.0,59.0,P,4,
1405579,3031902,89816ExplorationVARC027,VARC027,59.0,60.0,CL,4,
1405580,3031902,89816ExplorationVARC027,VARC027,60.0,61.0,SK,4,
1405581,3031902,89816ExplorationVARC027,VARC027,61.0,62.0,P,4,
1405582,3031902,89816ExplorationVARC027,VARC027,62.0,63.0,P,4,
1405583,3031902,89816ExplorationVARC027,VARC027,63.0,64.0,CL,4,
1405584,3031902,89816ExplorationVARC027,VARC027,64.0,65.0,HM,2,
1405585,3031902,89816ExplorationVARC027,VARC027,65.0,66.0,P,2,
1405586,3031902,89816ExplorationVARC027,VARC027,66.0,67.0,P,2,
1405587,3031902,89816ExplorationVARC027,VARC027,67.0,68.0,CL,3,
1405588,3031902,89816ExplorationVARC027,VARC027,68.0,69.0,P,3,
1405589,3031902,89816ExplorationVARC027,VARC027,69.0,70.0,CL,1,
1405590,3031902,89816ExplorationVARC027,VARC027,70.0,71.0,P,3,
1405591,3031902,89816ExplorationVARC027,VARC027,71.0,72.0,P,3,
1405592,3031902,89816ExplorationVARC027,VARC027,72.0,73.0,CL,3,
1405593,3031902,89816ExplorationVARC027,VARC027,73.0,74.0,P,3,
1405594,3031902,89816ExplorationVARC027,VARC027,74.0,75.0,CL,2,
1405595,3031902,89816ExplorationVARC027,VARC027,75.0,76.0,CL,2,
1405596,3031902,89816ExplorationVARC027,VARC027,76.0,77.0,P,2,
1405597,3031902,89816ExplorationVARC027,VARC027,77.0,78.0,P,2,
1405598,3031902,89816ExplorationVARC027,VARC027,78.0,79.0,P,2,
1405599,3031902,89816ExplorationVARC027,VARC027,79.0,80.0,P,2,
1405600,3031902,89816ExplorationVARC027,VARC027,80.0,81.0,GO,2,
1405601,3031902,89816ExplorationVARC027,VARC027,81.0,82.0,D,2,
1405602,3031902,89816ExplorationVARC027,VARC027,82.0,83.0,GO,2,
1405603,3031902,89816ExplorationVARC027,VARC027,83.0,84.0,D,2,
1405604,3031902,89816ExplorationVARC027,VARC027,84.0,85.0,D,2,
1405605,3031902,89816ExplorationVARC027,VARC027,85.0,86.0,D,2,
1405606,3031902,89816ExplorationVARC027,VARC027,86.0,87.0,GO,2,
1405607,3031902,89816ExplorationVARC027,VARC027,87.0,88.0,GO,2,
1405608,3031902,89816ExplorationVARC027,VARC027,88.0,89.0,TC,1,
1405609,3031902,89816ExplorationVARC027,VARC027,89.0,90.0,P,1,
1405610,3031902,89816ExplorationVARC027,VARC027,90.0,91.0,TC,1,
1405611,3031902,89816ExplorationVARC027,VARC027,91.0,92.0,SP,1,
1405612,3031902,89816ExplorationVARC027,VARC027,92.0,93.0,SP,1,
1405613,3031902,89816ExplorationVARC027,VARC027,93.0,94.0,SP,1,
1405614,3031902,89816ExplorationVARC027,VARC027,94.0,95.0,D,1,
1405615,3031902,89816ExplorationVARC027,VARC027,95.0,96.0,SP,1,
1405616,3031902,89816ExplorationVARC027,VARC027,96.0,97.0,SP,1,
1405617,3031902,89816ExplorationVARC027,VARC027,97.0,98.0,SP,1,
1405618,3031902,89816ExplorationVARC027,VARC027,98.0,99.0,D,1,
1405619,3031902,89816ExplorationVARC027,VARC027,99.0,100.0,SP,1,
1405620,3031902,89816ExplorationVARC027,VARC027,100.0,101.0,D,1,
1405621,3031902,89816ExplorationVARC027,VARC027,101.0,102.0,D,1,
1405622,3031902,89816ExplorationVARC027,VARC027,102.0,103.0,D,1,
1405623,3031903,89816ExplorationVARC028,VARC028,0.0,1.0,D,2,
